[ 0.0148354  0.9851646]
[ 0.03754412  0.96245588]
[ 0.21214514  0.78785486]
[ 0.79546348  0.20453652]
[ 0.41132447  0.58867553]
[ 0.22801438  0.77198562]
[ 0.0820947  0.9179053]
[ 0.38687456  0.61312544]
[ 0.23672  0.76328]
[ 0.26984975  0.73015025]
[ 0.2724528  0.7275472]
[ 0.21214514  0.78785486]
[ 0.54913808  0.45086192]
[ 0.35765846  0.64234154]
[ 0.08457963  0.91542037]
[ 0.13354586  0.86645414]
[ 0.32762761  0.67237239]
[ 0.55658202  0.44341798]
[ 0.10901018  0.89098982]
[ 0.16558052  0.83441948]
[ 0.00249141  0.99750859]
[ 0.83462555  0.16537445]
[ 0.21310558  0.78689442]
[ 0.45896648  0.54103352]
[ 0.22416835  0.77583165]
[ 0.03548486  0.96451514]
[ 0.32762761  0.67237239]
[ 0.03032996  0.96967004]
[ 0.49761044  0.50238956]
[ 0.68212589  0.31787411]
[ 0.03534628  0.96465372]
[ 0.23763838  0.76236162]
[ 0.13135498  0.86864502]
[ 0.04718568  0.95281432]
[ 0.27976226  0.72023774]
[ 0.63532452  0.36467548]
[ 0.21735502  0.78264498]
[ 0.25382566  0.74617434]
[ 0.34225376  0.65774624]
[ 0.23012869  0.76987131]
[ 0.26509817  0.73490183]
[ 0.14163921  0.85836079]
[ 0.07041498  0.92958502]
[ 0.22801438  0.77198562]
[ 0.05189146  0.94810854]
[ 0.08183478  0.91816522]
[ 0.64610295  0.35389705]
[ 0.9047206  0.0952794]
[ 0.28916457  0.71083543]
[ 0.34977254  0.65022746]
[ 0.21214514  0.78785486]
[ 0.09932772  0.90067228]
[ 0.58190345  0.41809655]
[ 0.16943676  0.83056324]
[ 0.18009047  0.81990953]
[ 0.08156028  0.91843972]
[ 0.19012511  0.80987489]
[ 0.21214514  0.78785486]
[ 0.50618773  0.49381227]
[ 0.13405198  0.86594802]
[ 0.01206491  0.98793509]
[ 0.25404211  0.74595789]
[ 0.2849858  0.7150142]
[ 0.45206748  0.54793252]
[ 0.26730508  0.73269492]
[ 0.76352255  0.23647745]
[ 0.26412262  0.73587738]
[ 0.36619165  0.63380835]
[ 0.70685453  0.29314547]
[ 0.29458973  0.70541027]
[ 0.21214514  0.78785486]
[ 0.316012  0.683988]
[ 0.00215968  0.99784032]
[ 0.07640181  0.92359819]
[ 0.09609595  0.90390405]
[ 0.06688231  0.93311769]
[ 0.21327962  0.78672038]
[ 0.58296818  0.41703182]
[ 0.51042176  0.48957824]
[ 0.06774946  0.93225054]
[ 0.23205236  0.76794764]
[ 0.12191192  0.87808808]
[ 0.01122745  0.98877255]
[ 0.256122  0.743878]
[ 0.30635657  0.69364343]
[ 0.15464046  0.84535954]
[ 0.18690506  0.81309494]
[ 0.21214514  0.78785486]
[ 0.29365449  0.70634551]
[ 0.05427519  0.94572481]
[ 0.17298006  0.82701994]
[ 0.42018693  0.57981307]
[ 0.70685453  0.29314547]
[ 0.42039703  0.57960297]
[ 0.17725925  0.82274075]
[ 0.1727118  0.8272882]
[ 0.03801334  0.96198666]
[ 0.03292563  0.96707437]
[ 0.13303615  0.86696385]
[ 0.21544023  0.78455977]
[ 0.52148039  0.47851961]
[ 0.05322671  0.94677329]
[ 0.16812552  0.83187448]
[ 0.24283738  0.75716262]
[ 0.35915653  0.64084347]
[ 0.2099749  0.7900251]
[ 0.24834644  0.75165356]
[ 0.14968255  0.85031745]
[ 0.32004531  0.67995469]
[ 0.34767125  0.65232875]
[ 0.14833251  0.85166749]
[ 0.0766865  0.9233135]
[ 0.31050646  0.68949354]
[ 0.21214514  0.78785486]
[ 0.11956574  0.88043426]
[ 0.20934651  0.79065349]
[ 0.0628016  0.9371984]
[ 0.51446765  0.48553235]
[ 0.32354754  0.67645246]
[ 0.15231226  0.84768774]
[ 0.21214514  0.78785486]
[ 0.28000468  0.71999532]
[ 0.17513873  0.82486127]
[ 0.14068048  0.85931952]
[ 0.54206184  0.45793816]
[ 0.18113986  0.81886014]
[ 0.0497671  0.9502329]
[ 0.17170964  0.82829036]
[ 0.1797412  0.8202588]
[ 0.57721269  0.42278731]
[ 0.01988476  0.98011524]
[ 0.45052715  0.54947285]
[ 0.40410936  0.59589064]
[ 0.25505176  0.74494824]
[ 0.39327369  0.60672631]
[ 0.23205236  0.76794764]
[ 0.5626971  0.4373029]
[ 0.02974155  0.97025845]
[ 0.17307971  0.82692029]
[ 0.07706598  0.92293402]
[ 0.57301735  0.42698265]
[ 0.47539734  0.52460266]
[ 0.36974152  0.63025848]
[ 0.6113546  0.3886454]
[ 0.28757756  0.71242244]
[ 0.32455912  0.67544088]
[ 0.00115694  0.99884306]
[ 0.26732116  0.73267884]
[ 0.37432587  0.62567413]
[ 0.28104576  0.71895424]
[ 0.37432587  0.62567413]
[ 0.37611274  0.62388726]
[ 0.26440698  0.73559302]
[ 0.64844105  0.35155895]
[ 0.29018466  0.70981534]
[ 0.13899125  0.86100875]
[ 0.06505284  0.93494716]
[ 0.03299985  0.96700015]
[ 0.03759946  0.96240054]
[ 0.49824042  0.50175958]
[ 0.21194184  0.78805816]
[ 0.08935721  0.91064279]
[ 0.23763838  0.76236162]
[ 0.52093278  0.47906722]
[ 0.14487401  0.85512599]
[ 0.02258029  0.97741971]
[ 0.12456311  0.87543689]
[ 0.04008338  0.95991662]
[ 0.23763838  0.76236162]
[ 0.08484391  0.91515609]
[ 0.24470898  0.75529102]
[ 0.13743069  0.86256931]
[ 0.43186594  0.56813406]
[ 0.99704228  0.00295772]
[ 0.53814467  0.46185533]
[ 0.21999915  0.78000085]
[ 0.60894267  0.39105733]
[ 0.99704228  0.00295772]
[ 0.08396358  0.91603642]
[ 0.21214514  0.78785486]
[ 0.09886193  0.90113807]
[ 0.13039863  0.86960137]
[ 0.32762761  0.67237239]
[ 0.11155865  0.88844135]
[ 0.27115865  0.72884135]
[ 0.00215968  0.99784032]
[ 0.17992497  0.82007503]
[ 0.21214514  0.78785486]
[ 0.99704228  0.00295772]
[ 0.07262594  0.92737406]
[ 0.37504225  0.62495775]
[ 0.08147316  0.91852684]
[ 0.25767747  0.74232253]
[ 0.79510162  0.20489838]
[ 0.2896004  0.7103996]
[ 0.06005756  0.93994244]
[ 0.24322455  0.75677545]
[ 0.2439353  0.7560647]
[ 0.10977667  0.89022333]
[ 0.65721183  0.34278817]
[ 0.50601192  0.49398808]
[ 0.38190263  0.61809737]
[ 0.10245036  0.89754964]
[ 0.13833041  0.86166959]
[ 0.29488803  0.70511197]
[ 0.07395036  0.92604964]
[ 0.0672996  0.9327004]
[ 0.05175609  0.94824391]
[ 0.46689354  0.53310646]
[ 0.39240448  0.60759552]
[ 0.11423809  0.88576191]
[ 0.23577453  0.76422547]
[ 0.0976994  0.9023006]
[ 0.03379996  0.96620004]
[ 0.19012511  0.80987489]
[ 0.03308564  0.96691436]
[ 0.2495228  0.7504772]
[ 0.55041145  0.44958855]
[ 0.66517633  0.33482367]
[ 0.25521826  0.74478174]
[ 0.12491618  0.87508382]
[ 0.02120086  0.97879914]
[ 0.04570972  0.95429028]
[ 0.10889364  0.89110636]
[ 0.31423045  0.68576955]
[ 0.29458973  0.70541027]
[ 0.34091597  0.65908403]
[ 0.12335535  0.87664465]
[ 0.11291563  0.88708437]
[ 0.17628368  0.82371632]
[ 0.19573072  0.80426928]
[ 0.31773027  0.68226973]
[ 0.05834702  0.94165298]
[ 0.75058401  0.24941599]
[ 0.07238871  0.92761129]
[ 0.4454748  0.5545252]
[ 0.47882427  0.52117573]
[ 0.38769944  0.61230056]
[ 0.32559023  0.67440977]
[ 0.1961812  0.8038188]
[ 0.12970778  0.87029222]
[ 0.21327962  0.78672038]
[ 0.13278617  0.86721383]
[ 0.29458973  0.70541027]
[ 0.12804797  0.87195203]
[ 0.0534976  0.9465024]
[ 0.5320861  0.4679139]
[ 0.37212078  0.62787922]
[ 0.34415715  0.65584285]
[ 0.53627192  0.46372808]
[ 0.12712217  0.87287783]
[ 0.52052919  0.47947081]
[ 0.19568533  0.80431467]
[ 0.34094695  0.65905305]
[ 0.08032896  0.91967104]
[ 0.08233946  0.91766054]
[ 0.23746013  0.76253987]
[ 0.11596457  0.88403543]
[ 0.05163833  0.94836167]
[ 0.06185832  0.93814168]
[ 0.36092262  0.63907738]
[ 0.41209822  0.58790178]
[ 0.06585517  0.93414483]
[ 0.0635043  0.9364957]
[ 0.11635154  0.88364846]
[ 0.05352838  0.94647162]
[ 0.19268507  0.80731493]
[ 0.56458735  0.43541265]
[ 0.29054588  0.70945412]
[ 0.28427616  0.71572384]
[ 0.17925814  0.82074186]
[ 0.28725064  0.71274936]
[ 0.56252666  0.43747334]
[ 0.21214514  0.78785486]
[ 0.09598544  0.90401456]
[ 0.29458973  0.70541027]
[ 0.10618282  0.89381718]
[ 0.07542599  0.92457401]
[ 0.26419614  0.73580386]
[ 0.16958491  0.83041509]
[ 0.99704228  0.00295772]
[ 0.0125798  0.9874202]
[ 0.12834597  0.87165403]
[ 0.01431371  0.98568629]
[ 0.10529214  0.89470786]
[ 0.51838906  0.48161094]
[ 0.31632409  0.68367591]
[ 0.26652117  0.73347883]
[ 0.32526932  0.67473068]
[ 0.49856596  0.50143404]
[ 0.08627389  0.91372611]
[ 0.38948388  0.61051612]
[  9.21106354e-04   9.99078894e-01]
[ 0.444476  0.555524]
[ 0.21214514  0.78785486]
[ 0.48336346  0.51663654]
[ 0.55477077  0.44522923]
[ 0.42737389  0.57262611]
[ 0.29175872  0.70824128]
[ 0.23043044  0.76956956]
[ 0.37267304  0.62732696]
[ 0.0423328  0.9576672]
[ 0.05827973  0.94172027]
[ 0.01045822  0.98954178]
[ 0.70685453  0.29314547]
[ 0.36235617  0.63764383]
[ 0.00249141  0.99750859]
[ 0.01905348  0.98094652]
[ 0.13127822  0.86872178]
[ 0.58296818  0.41703182]
[ 0.18360604  0.81639396]
[ 0.04564802  0.95435198]
[ 0.16979558  0.83020442]
[ 0.39774509  0.60225491]
[ 0.21214514  0.78785486]
[ 0.13014462  0.86985538]
[ 0.37432587  0.62567413]
[ 0.12291865  0.87708135]
[ 0.31234743  0.68765257]
[ 0.14739219  0.85260781]
[ 0.07726944  0.92273056]
[ 0.01393996  0.98606004]
[ 0.40967107  0.59032893]
[ 0.06613217  0.93386783]
[ 0.65077587  0.34922413]
[ 0.03965966  0.96034034]
[ 0.3342636  0.6657364]
[ 0.41145391  0.58854609]
[ 0.21843729  0.78156271]
[ 0.04745015  0.95254985]
[ 0.04283375  0.95716625]
[ 0.24692331  0.75307669]
[ 0.14950453  0.85049547]
[ 0.56498386  0.43501614]
[ 0.595824  0.404176]
[ 0.04037456  0.95962544]
[ 0.01431371  0.98568629]
[ 0.56877882  0.43122118]
[ 0.40276715  0.59723285]
[ 0.30293847  0.69706153]
[ 0.31263069  0.68736931]
[ 0.29458973  0.70541027]
[ 0.06129951  0.93870049]
[ 0.18091452  0.81908548]
[ 0.70685453  0.29314547]
[ 0.62114286  0.37885714]
[ 0.27055356  0.72944644]
[ 0.26489128  0.73510872]
[ 0.31234743  0.68765257]
[ 0.21214514  0.78785486]
[ 0.10229718  0.89770282]
[ 0.43346077  0.56653923]
[ 0.38787164  0.61212836]
[ 0.72550306  0.27449694]
[ 0.08239398  0.91760602]
[ 0.06829658  0.93170342]
[ 0.09886193  0.90113807]
[ 0.05805238  0.94194762]
[ 0.61015129  0.38984871]
[ 0.15236719  0.84763281]
[ 0.10367521  0.89632479]
[ 0.05921187  0.94078813]
[ 0.12551662  0.87448338]
[ 0.30757407  0.69242593]
[ 0.37432587  0.62567413]
[ 0.09677325  0.90322675]
[ 0.53564574  0.46435426]
[ 0.09432369  0.90567631]
[ 0.07903666  0.92096334]
[ 0.39891941  0.60108059]
[ 0.01851861  0.98148139]
[ 0.48744718  0.51255282]
[ 0.16558052  0.83441948]
[ 0.21327962  0.78672038]
[ 0.14917823  0.85082177]
[ 0.72066183  0.27933817]
[ 0.17758725  0.82241275]
[ 0.33688328  0.66311672]
[ 0.27115865  0.72884135]
[ 0.08758663  0.91241337]
[ 0.21214514  0.78785486]
[ 0.62534677  0.37465323]
[ 0.61170778  0.38829222]
[ 0.26951979  0.73048021]
[ 0.30607625  0.69392375]
[ 0.35747815  0.64252185]
[ 0.12650391  0.87349609]
[ 0.10438936  0.89561064]
[ 0.29910062  0.70089938]
[ 0.29458973  0.70541027]
[ 0.1612233  0.8387767]
[ 0.4980048  0.5019952]
[ 0.10047108  0.89952892]
[ 0.24911656  0.75088344]
[ 0.43280646  0.56719354]
[ 0.01839686  0.98160314]
[ 0.27609082  0.72390918]
[ 0.08036437  0.91963563]
[ 0.2884982  0.7115018]
[ 0.284216  0.715784]
[ 0.5495786  0.4504214]
[ 0.24871322  0.75128678]
[ 0.55007752  0.44992248]
[ 0.37432587  0.62567413]
[ 0.06426044  0.93573956]
[ 0.02402325  0.97597675]
[ 0.00643889  0.99356111]
[ 0.07654579  0.92345421]
[ 0.82939495  0.17060505]
[ 0.6575829  0.3424171]
[ 0.20845154  0.79154846]
[ 0.39295633  0.60704367]
[ 0.99704228  0.00295772]
[ 0.12029813  0.87970187]
[ 0.18725596  0.81274404]
[ 0.31234743  0.68765257]
[ 0.07836825  0.92163175]
[ 0.46575207  0.53424793]
[ 0.14310348  0.85689652]
[ 0.21788788  0.78211212]
[ 0.16558052  0.83441948]
[ 0.16923528  0.83076472]
[ 0.1056824  0.8943176]
[ 0.42469913  0.57530087]
[ 0.70685453  0.29314547]
[ 0.30478863  0.69521137]
[ 0.41813707  0.58186293]
[ 0.41624586  0.58375414]
[ 0.02444371  0.97555629]
[ 0.10872284  0.89127716]
[ 0.16558052  0.83441948]
[ 0.01988476  0.98011524]
[ 0.59467551  0.40532449]
[ 0.23342572  0.76657428]
[ 0.44782928  0.55217072]
[ 0.12705247  0.87294753]
[ 0.10272182  0.89727818]
[ 0.54212607  0.45787393]
[ 0.23205236  0.76794764]
[ 0.31504901  0.68495099]
[ 0.04316693  0.95683307]
[ 0.11974007  0.88025993]
[ 0.46462434  0.53537566]
[ 0.35956808  0.64043192]
[ 0.01161011  0.98838989]
[ 0.06461579  0.93538421]
[ 0.23205236  0.76794764]
[ 0.49046748  0.50953252]
[ 0.20812011  0.79187989]
[ 0.3750545  0.6249455]
[ 0.15904231  0.84095769]
[ 0.05492008  0.94507992]
[ 0.10224567  0.89775433]
[ 0.06274951  0.93725049]
[ 0.17089954  0.82910046]
[ 0.99546434  0.00453566]
[ 0.32563329  0.67436671]
[ 0.18492243  0.81507757]
[ 0.19679613  0.80320387]
[ 0.99704228  0.00295772]
[ 0.16725364  0.83274636]
[ 0.0612338  0.9387662]
[ 0.11232921  0.88767079]
[ 0.3329241  0.6670759]
[ 0.09145774  0.90854226]
[ 0.03578581  0.96421419]
[ 0.33848237  0.66151763]
[ 0.31234743  0.68765257]
[ 0.05366263  0.94633737]
[ 0.08484391  0.91515609]
[ 0.21214514  0.78785486]
[ 0.09930633  0.90069367]
[ 0.35956808  0.64043192]
[ 0.31320166  0.68679834]
[ 0.00281971  0.99718029]
[ 0.56604041  0.43395959]
[ 0.0245146  0.9754854]
[ 0.35981607  0.64018393]
[ 0.66651114  0.33348886]
[ 0.07827751  0.92172249]
[ 0.39542448  0.60457552]
[ 0.22468492  0.77531508]
[ 0.12074427  0.87925573]
[ 0.62993084  0.37006916]
[ 0.36092262  0.63907738]
[ 0.20934651  0.79065349]
[ 0.04536359  0.95463641]
[ 0.01418888  0.98581112]
[ 0.20023454  0.79976546]
[ 0.02488108  0.97511892]
[ 0.40356818  0.59643182]
[ 0.10216369  0.89783631]
[ 0.38948388  0.61051612]
[ 0.03812755  0.96187245]
[ 0.23888457  0.76111543]
[ 0.24934049  0.75065951]
[ 0.55276048  0.44723952]
[ 0.14037059  0.85962941]
[ 0.38021089  0.61978911]
[ 0.24204909  0.75795091]
[ 0.17380315  0.82619685]
[ 0.32338457  0.67661543]
[ 0.06894304  0.93105696]
[ 0.02783962  0.97216038]
[ 0.54726868  0.45273132]
[ 0.12644086  0.87355914]
[ 0.31423045  0.68576955]
[ 0.13451753  0.86548247]
[ 0.28609445  0.71390555]
[ 0.11409558  0.88590442]
[ 0.19101413  0.80898587]
[ 0.03340039  0.96659961]
[ 0.1933443  0.8066557]
[ 0.38868311  0.61131689]
[ 0.17153673  0.82846327]
[ 0.01469638  0.98530362]
[ 0.22801438  0.77198562]
[ 0.29933845  0.70066155]
[ 0.20691576  0.79308424]
[ 0.5062567  0.4937433]
[ 0.06100016  0.93899984]
[ 0.0155939  0.9844061]
[ 0.06930288  0.93069712]
[ 0.99875681  0.00124319]
[ 0.73700146  0.26299854]
[ 0.31234743  0.68765257]
[ 0.54333163  0.45666837]
[ 0.64232776  0.35767224]
[ 0.05550687  0.94449313]
[ 0.11036125  0.88963875]
[ 0.02398069  0.97601931]
[ 0.36193858  0.63806142]
[ 0.70794017  0.29205983]
[ 0.27595502  0.72404498]
[ 0.19037025  0.80962975]
[ 0.57770949  0.42229051]
[ 0.12668328  0.87331672]
[ 0.03036522  0.96963478]
[ 0.31234743  0.68765257]
[ 0.29458973  0.70541027]
[ 0.13465225  0.86534775]
[ 0.13208715  0.86791285]
[ 0.0716488  0.9283512]
[ 0.00918807  0.99081193]
[ 0.21214514  0.78785486]
[ 0.74052348  0.25947652]
[ 0.14352787  0.85647213]
[ 0.13782303  0.86217697]
[ 0.02323297  0.97676703]
[ 0.06711909  0.93288091]
[ 0.36845258  0.63154742]
[ 0.29458973  0.70541027]
[ 0.48752593  0.51247407]
[ 0.15417889  0.84582111]
[ 0.09616777  0.90383223]
[ 0.02512831  0.97487169]
[ 0.23205236  0.76794764]
[ 0.06587244  0.93412756]
[ 0.0646274  0.9353726]
[ 0.03210634  0.96789366]
[ 0.40728286  0.59271714]
[ 0.07287614  0.92712386]
[ 0.25494434  0.74505566]
[ 0.03712706  0.96287294]
[ 0.00821797  0.99178203]
[ 0.3411696  0.6588304]
[ 0.59661741  0.40338259]
[ 0.64617099  0.35382901]
[ 0.18807681  0.81192319]
[ 0.30216548  0.69783452]
[ 0.25107968  0.74892032]
[ 0.13353313  0.86646687]
[ 0.09520315  0.90479685]
[ 0.10994088  0.89005912]
[ 0.09839783  0.90160217]
[ 0.37478717  0.62521283]
[ 0.18993739  0.81006261]
[ 0.04065455  0.95934545]
[ 0.24308995  0.75691005]
[ 0.23763838  0.76236162]
[ 0.21214514  0.78785486]
[ 0.04750279  0.95249721]
[ 0.21231818  0.78768182]
[ 0.22649743  0.77350257]
[ 0.99717643  0.00282357]
[ 0.21032143  0.78967857]
[ 0.14936595  0.85063405]
[ 0.16565915  0.83434085]
[ 0.0027713  0.9972287]
[ 0.08102157  0.91897843]
[ 0.03924134  0.96075866]
[ 0.00422062  0.99577938]
[ 0.1259511  0.8740489]
[ 0.30938088  0.69061912]
[ 0.36154872  0.63845128]
[ 0.44794828  0.55205172]
[ 0.82404308  0.17595692]
[ 0.33924288  0.66075712]
[ 0.17933076  0.82066924]
[ 0.48675793  0.51324207]
[ 0.99704228  0.00295772]
[ 0.12402918  0.87597082]
[ 0.16594983  0.83405017]
[ 0.06738449  0.93261551]
[ 0.60644633  0.39355367]
[ 0.23763838  0.76236162]
[ 0.18532049  0.81467951]
[ 0.42010481  0.57989519]
[ 0.31234743  0.68765257]
[ 0.37432587  0.62567413]
[ 0.21214514  0.78785486]
[ 0.19012511  0.80987489]
[ 0.0677298  0.9322702]
[ 0.31093229  0.68906771]
[ 0.31278348  0.68721652]
[ 0.06453657  0.93546343]
[ 0.02489086  0.97510914]
[ 0.04365545  0.95634455]
[ 0.2276124  0.7723876]
[ 0.46462353  0.53537647]
[ 0.38948388  0.61051612]
[ 0.22075123  0.77924877]
[ 0.21214514  0.78785486]
[ 0.04441821  0.95558179]
[ 0.31504901  0.68495099]
[ 0.19113236  0.80886764]
[ 0.24935253  0.75064747]
[ 0.07470455  0.92529545]
[ 0.43725155  0.56274845]
[ 0.52228515  0.47771485]
[ 0.81161217  0.18838783]
[ 0.62690813  0.37309187]
[ 0.52531492  0.47468508]
[ 0.09886193  0.90113807]
[ 0.0675401  0.9324599]
[ 0.10094734  0.89905266]
[ 0.65811052  0.34188948]
[ 0.22667985  0.77332015]
[ 0.30521058  0.69478942]
[ 0.4682266  0.5317734]
[ 0.3004789  0.6995211]
[ 0.41726122  0.58273878]
[ 0.29812216  0.70187784]
[ 0.40799091  0.59200909]
[ 0.19012511  0.80987489]
[ 0.08319651  0.91680349]
[ 0.01814521  0.98185479]
[ 0.06637597  0.93362403]
[ 0.46039182  0.53960818]
[ 0.32762761  0.67237239]
[ 0.25742122  0.74257878]
[ 0.2390427  0.7609573]
[ 0.20215515  0.79784485]
[ 0.48880704  0.51119296]
[ 0.99704228  0.00295772]
[ 0.03076441  0.96923559]
[ 0.11945437  0.88054563]
[ 0.03896898  0.96103102]
[ 0.05419034  0.94580966]
[ 0.05341946  0.94658054]
[ 0.25505806  0.74494194]
[ 0.01112759  0.98887241]
[ 0.07243202  0.92756798]
[ 0.25216963  0.74783037]
[ 0.58849159  0.41150841]
[ 0.13558778  0.86441222]
[ 0.19012511  0.80987489]
[ 0.44627172  0.55372828]
[ 0.99704228  0.00295772]
[ 0.21214514  0.78785486]
[ 0.20485136  0.79514864]
[ 0.13799782  0.86200218]
[ 0.22179624  0.77820376]
[ 0.06774946  0.93225054]
[ 0.04743751  0.95256249]
[ 0.3284598  0.6715402]
[ 0.2709492  0.7290508]
[ 0.63478319  0.36521681]
[ 0.32366344  0.67633656]
[ 0.99175066  0.00824934]
[ 0.001307  0.998693]
[ 0.14390212  0.85609788]
[ 0.16902251  0.83097749]
[ 0.24669246  0.75330754]
[ 0.07348576  0.92651424]
[ 0.49435262  0.50564738]
[ 0.11828761  0.88171239]
[ 0.21214514  0.78785486]
[ 0.31234743  0.68765257]
[ 0.19518084  0.80481916]
[ 0.25917777  0.74082223]
[ 0.28513843  0.71486157]
[  9.21106354e-04   9.99078894e-01]
[ 0.08600879  0.91399121]
[ 0.36550579  0.63449421]
[ 0.66651114  0.33348886]
[ 0.827209  0.172791]
[ 0.40185233  0.59814767]
[ 0.16150034  0.83849966]
[ 0.18453548  0.81546452]
[ 0.67960353  0.32039647]
[ 0.99704228  0.00295772]
[ 0.20836649  0.79163351]
[ 0.62460171  0.37539829]
[ 0.15164638  0.84835362]
[ 0.43280646  0.56719354]
[ 0.27060758  0.72939242]
[ 0.17558799  0.82441201]
[ 0.04117366  0.95882634]
[ 0.02033245  0.97966755]
[ 0.19339449  0.80660551]
[ 0.24639814  0.75360186]
[ 0.22628253  0.77371747]
[ 0.04314757  0.95685243]
[ 0.07399028  0.92600972]
[ 0.06155468  0.93844532]
[ 0.43631277  0.56368723]
[ 0.55124795  0.44875205]
[ 0.3449598  0.6550402]
[ 0.26662381  0.73337619]
[ 0.12457529  0.87542471]
[ 0.21214514  0.78785486]
[ 0.0820947  0.9179053]
[ 0.51199167  0.48800833]
[ 0.54782893  0.45217107]
[ 0.25427936  0.74572064]
[ 0.22916585  0.77083415]
[ 0.22966035  0.77033965]
[ 0.02545795  0.97454205]
[ 0.1064988  0.8935012]
[ 0.29627184  0.70372816]
[ 0.00271372  0.99728628]
[ 0.10957076  0.89042924]
[ 0.99704228  0.00295772]
[ 0.40678436  0.59321564]
[ 0.1823229  0.8176771]
[ 0.72246577  0.27753423]
[ 0.0622183  0.9377817]
[ 0.15235928  0.84764072]
[ 0.31234743  0.68765257]
[ 0.43573402  0.56426598]
[ 0.1297847  0.8702153]
[ 0.07674032  0.92325968]
[ 0.28995929  0.71004071]
[ 0.02796745  0.97203255]
[ 0.29880907  0.70119093]
[ 0.06129951  0.93870049]
[ 0.34931519  0.65068481]
[ 0.42829833  0.57170167]
[ 0.11288291  0.88711709]
[ 0.44410687  0.55589313]
[ 0.07726089  0.92273911]
[ 0.34736005  0.65263995]
[ 0.29458973  0.70541027]
[ 0.15914824  0.84085176]
[ 0.819567  0.180433]
[ 0.179629  0.820371]
[ 0.99704228  0.00295772]
[ 0.09532238  0.90467762]
[ 0.0488321  0.9511679]
[ 0.08006134  0.91993866]
[ 0.00531108  0.99468892]
[ 0.2871415  0.7128585]
[ 0.22368269  0.77631731]
[ 0.07087926  0.92912074]
[ 0.11328845  0.88671155]
[ 0.05385878  0.94614122]
[ 0.43485969  0.56514031]
[ 0.21214514  0.78785486]
[ 0.03567142  0.96432858]
[ 0.66764481  0.33235519]
[ 0.34892024  0.65107976]
[ 0.38559843  0.61440157]
[ 0.63341464  0.36658536]
[ 0.37432587  0.62567413]
[ 0.26880708  0.73119292]
[ 0.27115865  0.72884135]
[ 0.08314237  0.91685763]
[ 0.30750756  0.69249244]
[ 0.12364524  0.87635476]
[ 0.54718161  0.45281839]
[ 0.29458973  0.70541027]
[ 0.06110697  0.93889303]
[ 0.11571441  0.88428559]
[ 0.29458973  0.70541027]
[ 0.04308431  0.95691569]
[ 0.27915811  0.72084189]
[ 0.18357102  0.81642898]
[ 0.29458973  0.70541027]
[ 0.05065439  0.94934561]
[ 0.25742122  0.74257878]
[ 0.34708797  0.65291203]
[ 0.40658811  0.59341189]
[ 0.35956808  0.64043192]
[ 0.12661486  0.87338514]
[ 0.31234743  0.68765257]
[ 0.55546241  0.44453759]
[ 0.30973655  0.69026345]
[ 0.02995591  0.97004409]
[ 0.05604307  0.94395693]
[ 0.01725446  0.98274554]
[ 0.25086009  0.74913991]
[ 0.40343641  0.59656359]
[ 0.1674438  0.8325562]
[ 0.29458973  0.70541027]
[ 0.06849621  0.93150379]
[ 0.64232776  0.35767224]
[ 0.61818891  0.38181109]
[ 0.1823229  0.8176771]
[ 0.11993408  0.88006592]
[ 0.29410361  0.70589639]
[ 0.13928117  0.86071883]
[ 0.2461868  0.7538132]
[ 0.22411256  0.77588744]
[ 0.73729496  0.26270504]
[ 0.42445353  0.57554647]
[ 0.57488796  0.42511204]
[ 0.15365492  0.84634508]
[ 0.31452605  0.68547395]
[ 0.20386345  0.79613655]
[ 0.08967387  0.91032613]
[ 0.17384185  0.82615815]
[ 0.21327962  0.78672038]
[ 0.62622031  0.37377969]
[ 0.4036052  0.5963948]
[ 0.31522206  0.68477794]
[ 0.47151059  0.52848941]
[ 0.04783441  0.95216559]
[ 0.12831999  0.87168001]
[ 0.02817214  0.97182786]
[ 0.01773266  0.98226734]
[ 0.05699791  0.94300209]
[ 0.15709181  0.84290819]
[ 0.1652735  0.8347265]
[ 0.44441726  0.55558274]
[ 0.03076968  0.96923032]
[ 0.2352162  0.7647838]
[ 0.36926703  0.63073297]
[ 0.25494434  0.74505566]
[ 0.6242731  0.3757269]
[ 0.99704228  0.00295772]
[ 0.12387348  0.87612652]
[ 0.16558052  0.83441948]
[ 0.20312047  0.79687953]
[ 0.13302359  0.86697641]
[ 0.57887331  0.42112669]
[ 0.14061517  0.85938483]
[ 0.06761086  0.93238914]
[ 0.21214514  0.78785486]
[ 0.36092262  0.63907738]
[ 0.24540838  0.75459162]
[ 0.31975057  0.68024943]
[ 0.49821233  0.50178767]
[ 0.30344687  0.69655313]
[ 0.13224965  0.86775035]
[ 0.12312259  0.87687741]
[ 0.37432587  0.62567413]
[ 0.0880473  0.9119527]
[ 0.16377508  0.83622492]
[ 0.19012511  0.80987489]
[ 0.13403461  0.86596539]
[ 0.31632409  0.68367591]
[ 0.44198908  0.55801092]
[ 0.40941656  0.59058344]
[ 0.03855747  0.96144253]
[ 0.24692331  0.75307669]
[ 0.06455254  0.93544746]
[ 0.09265136  0.90734864]
[ 0.16074926  0.83925074]
[ 0.99704228  0.00295772]
[ 0.3130029  0.6869971]
[ 0.19458186  0.80541814]
[ 0.17724094  0.82275906]
[ 0.16768692  0.83231308]
[ 0.41325485  0.58674515]
